incident_id,customer_id,incident_type,incident_date,status
db8ae739-4dfc-49a8-8cad-ad445d8b12a5,7a3dc5ed-2759-440d-8142-0669cbbb3a17,Phishing,2025-03-12 10:48:36,Resolved
7f14787b-0a9c-4859-b7a2-0954d01799ec,54a8133c-5977-4382-b434-401bc00ca9bf,Phishing,2025-02-03 18:29:51,Pending
d68e3f86-d455-4d79-86a4-505caea5b6ec,8bc24e9f-b4f3-4cc0-82b6-29bab5392197,Phishing,2025-01-13 06:42:06,Pending
3dc1ee64-4896-46c7-ac69-0d7a31318d84,ffae7859-f87d-43c4-8892-497dcdd8a487,Phishing,2025-02-01 15:28:23,Resolved
c0036805-eb86-44d9-99f2-ed53558fc83d,1b5f9457-1dd5-4c9f-a09a-040cbc5095a3,Account Breach,2025-03-16 23:41:47,Resolved
fa36d1d0-30c4-4e11-8589-5fc7a309cf75,e9fdd139-1843-4e17-b9b3-a97ad4aae4f6,Account Breach,2025-02-26 09:28:19,Resolved
ae81dfc5-a8b1-43c7-bfbd-0d2c3c7a6e5d,c90e72b9-d063-4927-b477-b82e7b9454c5,Account Breach,2025-01-08 08:09:38,Resolved
2ea829eb-ce92-4c03-ab48-9a36734cc1e5,09225367-4149-43ff-8c80-0cc78160ddb7,Unauthorized Transaction,2025-03-04 00:46:25,Pending
6ade34db-617b-4986-afdc-5c22976f1874,143c2b3f-0a73-46ac-a024-8eea8c91ff28,Unauthorized Transaction,2025-03-13 22:31:18,Resolved
bbc07ea5-fea1-4b3a-a6fd-7e64536f1661,0c27c60e-92be-44cf-945f-e359aa88eb50,Unauthorized Transaction,2025-02-03 22:33:10,Investigating
7e0d69d9-2995-4a93-a22f-7cb078bfca58,e379685f-3b05-4afe-9550-e666bdea1026,Unauthorized Transaction,2025-02-28 22:23:14,Resolved
6bc0f0a5-0549-4872-9522-cf544817404f,1a6776b7-3a9c-4d2e-a88e-21bf2419f5f2,Account Breach,2025-01-29 21:18:25,Pending
d5bc40ae-0916-40c5-af06-d13fffa1bc65,0f72a835-7795-4aa7-95da-e2a622b2dfac,Unauthorized Transaction,2025-03-06 20:28:57,Resolved
295c0af1-e07c-4e7f-b18d-17ad6f4d14b1,23197d40-d8e1-4383-b19d-d2fd8095b3d4,Account Breach,2025-03-10 14:34:41,Investigating
bdca747a-c3e7-4e91-8a70-f24ae822167b,659b92f6-ce9e-4d32-98a8-62364794ee2e,Account Breach,2025-01-22 23:07:05,Pending
6e14ea88-bbe5-4517-bb58-a86625ad1a49,f20980c7-8b0d-4b34-919d-b046fe6b0f79,Phishing,2025-01-19 08:10:27,Pending
85512e27-c3f7-46b5-833f-b1759a0c9855,76c85e5f-aa75-4eb2-96ac-83449faebf64,Unauthorized Transaction,2025-03-09 21:10:22,Resolved
cbf45324-2f8c-41f6-8852-9b20e1119d7c,64ee72d7-8ef7-4384-bc5e-937bc21c7855,Unauthorized Transaction,2025-02-08 14:23:32,Resolved
02d008e5-1fb4-4196-8f2a-90cd18144182,66924594-1c66-4479-9a67-7a35bdc4146b,Unauthorized Transaction,2025-02-19 12:12:21,Pending
ea7a0cb7-5e41-461d-b410-846447633456,0ab3e73c-0b52-4d8d-8b94-84506a6c125d,Account Breach,2025-01-31 22:20:52,Pending
f1ae6439-a5ba-4567-8f62-a5fcccc4c339,17c5507f-7a88-4551-b01a-faf893b5bee5,Account Breach,2025-01-04 08:09:36,Investigating
1bbdb11e-eea7-406c-8d77-db4ec37d6e00,c3cd1a98-4123-415a-a427-c794dd02cf6c,Account Breach,2025-01-10 18:57:06,Pending
ae19e2af-59cc-43db-b908-e7d5c8e93c52,3c88448f-1351-4d0e-b68c-690e1d7ef176,Account Breach,2025-01-06 05:04:04,Resolved
7e0e94f7-56d0-4744-bd89-f7851d0b4611,5cef6682-ca64-4883-87f2-2b851bdc2186,Unauthorized Transaction,2025-01-02 15:07:40,Pending
7fc328b5-bedd-4f7f-ac54-7610d88100c6,df7df7ec-4935-46cb-b637-9fb6dc75ce28,Unauthorized Transaction,2025-01-14 06:45:16,Pending
0f232804-4c0f-4635-a081-76c6cfb26488,a576d6e3-5e65-4bad-b0a8-62c9f455b626,Unauthorized Transaction,2025-02-14 13:05:28,Investigating
f8d312c2-692a-4dbd-9057-9b5f5a622857,25501ee8-a358-4d1c-9361-30ce679e9acb,Unauthorized Transaction,2025-02-22 11:43:27,Pending
4c72cd83-7f7b-450f-b867-9c6bf9e6af0a,36f1ff32-1612-4296-8971-16af687ff103,Unauthorized Transaction,2025-01-01 07:39:17,Pending
5df2fc6d-f26d-41c3-820e-7e1f2f2cec1c,a073070d-9c9f-43a1-9424-f5cdd56c2aea,Account Breach,2025-03-06 15:05:13,Investigating
3d328da0-65ce-4957-a3f1-01bfd684122d,65ce8560-6f1b-490b-8029-c602a06d0443,Account Breach,2025-03-10 14:51:31,Investigating
380a5c98-9a0d-4f42-8a04-8fa118a18d49,3191e15a-a05b-4101-abcd-e56c79955b41,Phishing,2025-01-27 14:55:57,Investigating
7bd3faa7-4350-41d8-9891-d66d2adc2aa0,40d498e2-de53-4493-b3dc-03c43f085fc7,Phishing,2025-02-23 13:34:40,Investigating
49524315-1c34-43ad-b62a-f9aae808efe3,5be0af7b-688e-4e19-9f2e-ebc964478611,Account Breach,2025-01-30 17:16:06,Resolved
60d39b19-6b48-465a-9712-46a7426d88e4,c5eb5d55-c3bf-400e-a87d-6828ac1b16ae,Phishing,2025-02-11 16:10:01,Pending
4c687097-bef2-45f3-b16b-e1cdc38ae760,795a9c71-e9d4-46df-87ab-bc32e619c2fc,Phishing,2025-02-07 09:38:10,Pending
447c200e-18b6-4cda-9e10-5bf087b6db90,629a0f10-b8fb-4362-bc37-4b31c9195eb2,Unauthorized Transaction,2025-03-06 04:58:36,Resolved
c5910cf2-cdac-4143-9bb2-bdf04d16a2c2,5eae6b3b-fd10-4190-a574-1ced5545a5f7,Unauthorized Transaction,2025-01-30 07:54:27,Resolved
70e4411b-fab6-4af2-81d6-8bf8cc9a2074,61531acb-cb3f-4688-b66c-0a7c3a6827eb,Phishing,2025-01-07 01:54:05,Investigating
104128a7-608a-4f61-99f6-6073591a9240,b4ec0374-ef7e-4218-892d-9e5e34dc132c,Unauthorized Transaction,2025-03-06 10:48:00,Investigating
3b96eb08-650f-44b2-8396-a0650e7b9348,b071829b-a7f6-4310-9c30-26f32906cda0,Account Breach,2025-01-16 06:34:22,Resolved
8faca9c9-eb55-4607-9b02-312ad972e22a,c6d6cebe-50c8-4f4b-b29e-879c296f7904,Unauthorized Transaction,2025-01-29 20:02:52,Resolved
06803c9a-c69d-4616-93a2-a6f15bc3161e,5ebcb9ab-a9ac-4826-a587-f30986994864,Account Breach,2025-03-06 01:18:38,Pending
3082294a-4803-42d6-9004-e750724bc8f0,b4da3de6-3d10-4ead-92b3-341f768ae1b5,Account Breach,2025-03-07 00:45:22,Investigating
f4800a4b-78dd-4142-8bb2-1ca105485353,868cc51a-a4a0-491b-9654-8362b8c3b104,Phishing,2025-01-15 20:00:33,Pending
74b7daad-32bf-4025-8e5f-1b95843c22fa,2e93079d-4c9f-431d-9f6d-d14c973b50eb,Unauthorized Transaction,2025-03-21 07:11:46,Resolved
3f014326-40c1-47b4-9c82-7c525b72a345,3d0b0204-b4eb-4ca1-bc7f-f5e5a42892c7,Account Breach,2025-02-17 08:54:18,Resolved
ba398a10-f8ff-471a-9b9e-d2ac06a1dcce,6da652c8-6f87-4524-b74e-a3c8da595a7b,Phishing,2025-01-30 05:35:16,Investigating
e28da864-a014-4871-b42d-531ee3a49c9b,ae5f349d-060b-4b66-97d0-53cf4554da57,Account Breach,2025-03-05 21:29:25,Pending
8e11d4b6-5387-4b00-bd07-3b0042ae2c90,ab8cde6e-0347-4ab5-95a3-376dfd36d27c,Phishing,2025-01-02 19:11:53,Pending
7a2241cb-cb0c-4d84-883d-3356c23a5700,2f748f80-70fb-4b5e-a016-51ab08d7b231,Phishing,2025-01-19 00:38:47,Resolved
9666d216-b5e1-492e-92a5-e9cb1c226a14,6be00cbf-eafa-40b5-82b2-69157c457823,Phishing,2025-02-24 01:04:56,Investigating
22c723b7-e38b-4316-8ba6-e7a448320197,b9ce0e61-7d4b-4a28-a627-bcc858ac6b43,Phishing,2025-03-15 03:24:57,Resolved
f6bf3af1-8936-493a-9ffe-263f7fe4b5ce,d200428d-32b9-4003-aaca-76add5623ebb,Unauthorized Transaction,2025-02-24 12:19:27,Investigating
1fa5641c-b0ea-4656-8bcb-036e31235edd,e92abb9d-8ad2-4ad3-9ad4-1bbba51bb63b,Unauthorized Transaction,2025-03-12 03:02:33,Pending
948310a5-5fa9-43e7-8c03-8a919f813033,78ae5202-1b01-4edf-a75b-104b51ecc635,Account Breach,2025-03-11 21:20:22,Resolved
04c77f5c-cfe3-4575-83b8-0c0219502216,856ee45b-9540-4424-9bb2-cf21428599fd,Phishing,2025-02-14 10:04:20,Investigating
602bfd28-3fd1-4e25-8e53-f752caaa27c3,82080957-5fcc-453c-bef8-8d685f3e122b,Phishing,2025-02-03 08:05:34,Pending
7b999c49-460f-4495-a8b2-e4f5d2a9b6bd,d6894d3e-608b-43c4-9d30-1b146ccdbcd6,Phishing,2025-02-27 17:32:33,Resolved
0cef5212-5881-49d1-aec2-98ac754b06af,c4bcfce2-3754-4969-bb83-75beb5d7f50a,Account Breach,2025-02-23 23:57:32,Investigating
f95afdab-becc-4968-8618-4f4c2e1f1da5,ec711fe5-882e-4ea9-92c2-a3d653e5e3a1,Phishing,2025-02-21 04:17:48,Pending
c607e82c-2246-4a56-8998-ccc0b868982f,a8c6536f-c3b3-460b-855c-c405a29fdb45,Phishing,2025-03-06 06:53:06,Resolved
c3d43d01-506a-44a4-96bd-83102c365df6,115b441d-682a-4b1a-8404-d48c292d7dfa,Phishing,2025-01-29 23:22:50,Investigating
534020bf-5b99-44ca-bd9e-fa55490f2ad5,554fa21a-7e37-45ef-8627-df3a30959139,Account Breach,2025-01-07 10:35:40,Resolved
82d64ec0-c127-478c-bc57-4574e1bb11ac,ba76384c-b08b-4d73-bc6c-b8115ef99581,Phishing,2025-01-26 22:47:33,Pending
cd9d5291-66d7-4cd6-9792-ff8f7994078f,4822d29b-67ff-4ee2-ac19-f28272768ee5,Unauthorized Transaction,2025-02-19 05:31:07,Pending
4c804633-287f-4f8d-9b4e-ca7c8509d7f4,c3c8dee8-1084-4636-8100-31ee8aadc483,Phishing,2025-01-30 15:57:30,Pending
8d212d36-8fe2-4e7f-bb2b-e0df718b5fcf,5fefc86c-26fc-4bd4-a41f-ec46fe760d3c,Phishing,2025-03-09 13:08:38,Resolved
f80fab08-c25a-49cb-b59a-153602fddc01,8249315e-a9de-481f-9414-6512d9a82e3c,Phishing,2025-01-19 07:06:03,Pending
1f4eccf6-afae-4233-b99d-77c6caf929f6,36f26dcb-0e21-41c2-b3f4-292ef0cc4e84,Account Breach,2025-02-05 09:59:48,Investigating
a202681c-dc51-41ba-a9d0-d3e1080c7ade,3a4d395d-9f2d-463f-a57f-79b0f9581aa1,Account Breach,2025-01-19 10:57:09,Investigating
e27e668f-c019-41d3-8d8d-8ff9e3928920,ffe5e5c7-b2b4-4224-a026-275f44c23ad6,Account Breach,2025-01-01 07:07:50,Pending
12132054-7055-4e15-a324-ef3ede50baa7,f6cc28a0-c238-4fb4-a242-ed21f1960ecb,Phishing,2025-01-19 18:56:39,Investigating
03973a54-7c85-47c1-9745-77d9139807b4,a8bbe015-f5fd-46a0-8b0c-d83ceb52e572,Unauthorized Transaction,2025-01-14 07:09:37,Pending
0916ffe0-f7e0-4f90-b91a-63c9b9b4595b,08f19071-0bc9-4e72-91da-4f7ea8f3f3ab,Unauthorized Transaction,2025-02-03 21:08:57,Resolved
c2c6ca69-e6b2-4af5-8a27-acdf87b8ba5c,30c2a967-2253-4374-bf00-0ba5929c4484,Account Breach,2025-01-20 15:32:34,Resolved
4e850831-2bf6-4099-8236-0488a69f041f,f4708bab-3dae-49de-9b01-754f5ceee594,Account Breach,2025-02-02 03:28:25,Investigating
29911b08-bd28-43e3-b7be-5cd084f2e5a0,f2306d61-ef3d-4442-b78c-251bfd43b444,Unauthorized Transaction,2025-03-18 09:51:34,Investigating
4e6f5e43-b700-4cf5-855e-e8af01ce56e4,f4a13677-fa6f-4fb0-853d-cb5d8d691b0d,Unauthorized Transaction,2025-01-31 11:48:06,Pending
d85e1227-3dd2-405c-8841-d38a8f1d0cb1,80dc32ba-4d28-48cf-8bd9-0ebdf8a13a65,Account Breach,2025-03-06 15:24:16,Investigating
126c5836-3d11-4394-92b6-adfc1c27b588,015fdb43-7793-4bb9-b7cc-f02021cfc60d,Account Breach,2025-01-20 22:50:45,Resolved
c82892de-7cae-4374-94a3-345b5e7a5ae0,6e708001-e407-4c77-8fbb-6150ad2e0093,Phishing,2025-02-09 12:52:18,Resolved
1b96da9a-bf7f-4842-89d8-7b85a5af3092,c8879db1-3f20-4009-8a55-94e37d87134f,Account Breach,2025-01-22 14:55:19,Resolved
1507d7ab-cdfe-4666-bc4e-6533707c36a8,698dc585-19d6-4254-8551-98d5645ed3dc,Phishing,2025-01-12 15:53:09,Investigating
204f9ae7-96b0-42d2-94ca-a67e475cb44f,b161346d-6da6-4d86-b258-95a695ac6861,Phishing,2025-02-06 09:21:20,Pending
3f21fd40-ced0-4419-9672-79985953675f,5fefc86c-26fc-4bd4-a41f-ec46fe760d3c,Phishing,2025-02-01 03:20:21,Resolved
3f4f8995-12d0-4cf3-b06c-b7232511f154,b67b643e-fa5b-408c-82d1-545785a599fe,Account Breach,2025-03-19 10:32:08,Pending
f4df36b6-cc5b-4217-842c-c4ad4ad7f047,87736f6d-54ea-4caa-a53d-d9d259f3e0ed,Unauthorized Transaction,2025-02-06 23:14:55,Pending
2d83e919-538a-47d2-acd5-523d5d8db742,179d94b1-4697-4bf9-99d9-04ede1e2dc9e,Unauthorized Transaction,2025-01-01 23:23:33,Resolved
cc11db95-8ff3-4ce8-adaf-8f6dd7b8feaf,7bd6909b-db9e-4a13-8635-11dcb2ea8d46,Phishing,2025-03-03 07:13:26,Resolved
5c68800f-8afa-41c6-b1c4-9236f1c18528,2069607e-66e5-4aa6-a9e1-f65be6b08f5f,Account Breach,2025-03-08 13:01:59,Resolved
290cec53-8d26-4dc2-b2b0-224463d03d01,0e49e565-2d83-4d36-8a23-ce6f80afb679,Phishing,2025-03-18 21:40:33,Investigating
cacf5aca-8d46-438b-b4a3-988f1c703f00,82a373f2-b2cb-4e63-80c8-7a10d82fb75d,Account Breach,2025-03-03 12:37:38,Pending
609e5083-8910-4834-9b88-302aef07bbd9,01c0eef8-1df1-4da7-a4c9-b3962d1b306e,Phishing,2025-01-01 09:52:47,Investigating
f1508f02-000f-474c-a943-c1f3fe8a118d,649ad806-c1b8-4fd1-b851-1fcba4f52ffd,Account Breach,2025-01-03 16:47:35,Pending
c1576224-a09e-4c16-9556-907e28d8cabd,588253e2-b52b-4a4e-b411-3d5296edfe1e,Unauthorized Transaction,2025-03-05 08:06:08,Resolved
91e16444-7618-4ff2-a91f-6e7073c958ba,8988eb5f-8a1f-4dc3-a6c1-7c6825a14de0,Account Breach,2025-01-02 03:42:47,Investigating
4a58aa66-af17-430a-adbc-c8ffe35085ce,86a01bb4-6f59-4c0b-b943-a2862bdfc93a,Phishing,2025-01-19 04:17:22,Resolved
d6c96e30-a40c-4e2b-8887-8fffd1bd3cd5,117d8202-c600-4ed4-a7b6-0550e7fa2986,Account Breach,2025-02-26 12:20:25,Resolved
d7c67773-6b27-435a-9658-60a84c4a5080,131eace9-1f6e-414a-b4e6-d7c00e2d0388,Unauthorized Transaction,2025-02-09 20:29:20,Pending
125d6e13-b350-41ae-b02e-9442267161c4,7a28ec02-b0d0-4853-b642-7b15d64f2834,Unauthorized Transaction,2025-02-04 05:16:33,Pending
441f641c-c642-4fd6-a084-0a2a1e13e6ec,d4206b11-10d0-4072-88af-ac42e907476c,Phishing,2025-02-12 14:38:06,Investigating
abb7687e-22a4-4085-a545-39cfa16abc1e,ea0d1f9f-817a-4797-b33a-d5642704d0c8,Phishing,2025-02-05 23:55:35,Pending
ca215eaf-8242-43d3-8087-ad50f537be0e,f490c054-af59-46fa-8534-3409b1ff5bd2,Phishing,2025-02-15 13:27:21,Investigating
e5d077ac-b81b-4f06-b6bf-31fe10fd02ab,ccaf8661-d1a1-4db2-8e1a-b6208ee68027,Account Breach,2025-01-11 16:45:24,Pending
884777aa-5b86-4bd1-b67e-0089683eb2d2,90daff2b-51e9-4c30-b160-28e84d64b729,Account Breach,2025-01-13 04:51:52,Pending
364201e7-2166-4d3e-af12-a15ca4299ee7,837a15af-703e-42cd-8d9a-a5a8af431fe4,Account Breach,2025-01-29 23:12:56,Pending
a53a7073-b19f-4f25-9569-43be51e8480e,5e629145-00ed-4c73-90ca-c68a16b783c5,Phishing,2025-02-20 18:41:01,Pending
6ca101ca-a38c-4d51-86c0-8a7e223e1cf2,3e573a19-498f-4bbe-b661-219bf57fa89b,Phishing,2025-03-17 03:21:13,Pending
01603fb1-693f-4de1-98df-7653c066f422,19448ab6-3e98-44f8-a102-b9393cb0663f,Account Breach,2025-03-18 18:58:22,Investigating
50b83536-6ada-4e7c-a5e4-2f6c989cf3c4,f248ebcc-5a1b-4273-a6d1-2bdd5b27fd61,Unauthorized Transaction,2025-03-13 17:00:51,Resolved
0c1597c1-a61d-4ef5-95bf-e627231f1baf,6cfcd838-b217-4bd2-9eae-a2356dd05d47,Unauthorized Transaction,2025-01-12 11:10:24,Resolved
953aef2c-388f-4bdc-be18-7ec8a834720d,569a74f2-92a5-4ce0-8732-37d12ab7751f,Phishing,2025-02-15 14:44:55,Investigating
7586e654-97c7-4235-9a56-0cd3c7662604,e7ffec7f-e186-484c-b85f-a09ce5d33dc7,Account Breach,2025-01-07 08:40:45,Resolved
8619b120-518d-4e64-b7b6-ce1a9584eb91,569a74f2-92a5-4ce0-8732-37d12ab7751f,Unauthorized Transaction,2025-03-05 20:46:28,Pending
d41c0d67-22c1-4d78-9b91-299d37c32db4,1af6a5d0-5fa1-47b6-b235-d20570988779,Phishing,2025-03-20 11:18:15,Pending
7d864fb1-4c08-465d-a5df-7845947b64a6,62e04cd3-3342-47c0-b146-128dfb39633c,Unauthorized Transaction,2025-01-22 15:18:31,Resolved
cfab2c8c-696a-46dd-89e6-d4b829178179,23bbc612-2664-4961-b406-a039428c3902,Unauthorized Transaction,2025-01-11 12:33:33,Pending
160cf9df-53a0-4d7f-9f94-7891f0707449,e73f02ec-2fd6-4a5b-9fc0-987b1520a34d,Unauthorized Transaction,2025-03-09 12:18:14,Resolved
47c9429d-4c0f-49f8-82a8-c74dbe87253f,a934e55d-e67a-4074-b5bf-5d4e15d1788a,Phishing,2025-01-04 15:38:35,Resolved
5c3e805b-3f82-4024-82e3-c809a240ae77,8bab1414-f2db-4783-a1bf-f0b0698bd9bb,Unauthorized Transaction,2025-02-26 15:44:47,Pending
0a61ac4f-a1e2-4c75-a8b6-c7acc370178d,eee60a46-8703-417e-b4b1-001102a144f7,Account Breach,2025-01-13 21:46:00,Resolved
e6c53334-5870-44f4-a4c1-1a14ff5463ca,865e1c4b-1c51-4226-9aab-b6811cc96342,Account Breach,2025-01-18 06:04:19,Pending
cee9a609-12b6-461b-bc8b-06ea566dc7d9,343c3978-6118-4ef1-8c61-57d47ab7c198,Unauthorized Transaction,2025-02-09 13:48:37,Resolved
3b40cd5f-c377-4299-8fc0-f48e2df8cb42,230173ef-4db5-4092-a444-01a7a192b08f,Unauthorized Transaction,2025-01-26 14:47:07,Resolved
7c9c904b-498a-4eee-a9a7-92cd9f286a14,c51eb470-74cc-4932-923d-92b43781395c,Account Breach,2025-01-31 09:52:33,Pending
13fbcc30-716c-44c5-8fb0-303902b2b334,13139abe-5e84-4ecc-99f5-3e07525167db,Unauthorized Transaction,2025-03-06 20:21:51,Pending
3931cf95-50fb-490d-bf17-37aeff6e11c3,cac7cd57-064a-4846-983f-f9f980131cc3,Unauthorized Transaction,2025-02-18 06:27:41,Investigating
2f41a25a-02b9-4192-83f7-f21ee292a1ac,66e0950a-1a37-4252-a024-5baa7f49026e,Unauthorized Transaction,2025-02-10 01:00:32,Investigating
3af752be-fa79-4031-a57d-f557426fe66f,ddaba381-5224-4a05-a78e-8ac31b91498f,Phishing,2025-02-07 12:05:18,Investigating
e204d10f-b08a-4c94-ad29-7889c751b6c5,32923d6d-4d87-4e45-8465-c636fb009624,Account Breach,2025-02-19 23:27:45,Pending
a24343a7-6122-4fe9-8d7f-b3091c37297d,69643f60-c216-4509-96a0-c93c07e5e83a,Unauthorized Transaction,2025-01-04 03:35:40,Resolved
4403a5be-1097-4f50-b07d-217d97b01304,db8b4d56-c27a-475c-b496-02ac6a116ad8,Account Breach,2025-02-27 11:14:53,Pending
8726ee30-2a67-40cf-950b-dd2fb60105a1,659b92f6-ce9e-4d32-98a8-62364794ee2e,Phishing,2025-02-16 01:23:45,Resolved
9d136950-4e92-426a-aff2-d4b0e5490045,02cdd2ee-4737-4ab8-9f28-34bb2a0ba2cf,Phishing,2025-03-07 14:19:55,Investigating
dcd32c78-2f77-4333-9096-c7cf062c89df,f4b32de3-9e8a-4b29-a529-ed16c1082d1e,Account Breach,2025-02-06 00:11:38,Pending
95b97319-e52e-44b0-92b0-2a05d3f178d0,25082866-ed18-4065-97bd-603e6f2a2933,Account Breach,2025-02-14 10:52:39,Pending
7bfb8881-de66-4bdd-80a3-a61798dd8c3a,967ff722-015c-43e5-873d-e53482f9e75c,Unauthorized Transaction,2025-02-26 22:56:21,Resolved
b58984b5-29ae-4067-8887-55bc539aebda,cbb35959-a631-4c85-bdb7-e63eb7ed6ad5,Unauthorized Transaction,2025-01-27 16:42:34,Pending
04e3a343-9b9a-467c-bdca-eb40e891ee51,ec33da9f-e291-4273-8c3e-95d8027e4351,Account Breach,2025-02-27 13:27:01,Pending
0251df9e-d2f9-4846-9390-05ebf40f419a,692e2831-bc30-47c1-bd10-4336f04a9507,Unauthorized Transaction,2025-01-02 04:48:29,Resolved
691c5201-2b42-49b8-9dd5-0082986d8068,727d1174-7b6e-4af2-84b1-2428b29d252c,Account Breach,2025-01-26 19:32:42,Pending
ff682ff7-eccf-49e0-abb3-06e61afb712a,05435b81-a3b5-4670-816f-0a2465b315a8,Unauthorized Transaction,2025-03-07 09:20:42,Investigating
7168e6fa-a96e-474b-a938-65d5457a16e2,a062cbc9-06c8-4f93-b685-12824353bf29,Phishing,2025-02-07 22:40:41,Resolved
25a59ff7-e71d-4762-9ea3-3cc91f838943,c870b3ef-a01b-4f5d-aca4-b3e72eeb17bf,Phishing,2025-03-08 11:52:38,Investigating
b859ac7d-bdc7-42f0-b238-abb432dd6ee5,5301187c-00cc-4c42-b04a-9b7ce31090f1,Unauthorized Transaction,2025-02-15 19:20:44,Pending
d0b3d762-c074-4a67-83c7-1a5152819fa6,0c09c904-cd23-409f-ae22-3cf0a5c91c9a,Unauthorized Transaction,2025-02-07 22:08:09,Resolved
19be9f8f-05b3-4d74-9f9a-bd7f1a5dc761,cb055c95-6de5-4d6c-b036-175d1f466945,Phishing,2025-02-06 11:37:10,Resolved
d2d1120a-c878-4576-9e29-316e2bb7fc8a,546fa9ab-479d-4cb9-8d5e-55b4e35aedaf,Unauthorized Transaction,2025-02-07 02:55:18,Investigating
1e96746c-59d3-4fcb-bbb1-98ee93284355,6f294d1d-14ee-42c2-80ab-ce678a6dc6f9,Phishing,2025-01-05 09:34:42,Resolved
f726a706-8f20-4504-8261-e83b5e378859,af93042d-1538-44c3-8ed9-b2c0c9ff3ed3,Phishing,2025-02-16 02:46:36,Resolved
81d76b99-4e4f-4f48-a9aa-a704870c5131,e1536106-27d3-4097-a40e-e1c761b86acd,Unauthorized Transaction,2025-03-08 16:54:52,Pending
65992e7e-9b4c-4be6-8750-1cdcc2b6937c,d5c07237-2adc-45e8-bef7-db040d6aa14d,Unauthorized Transaction,2025-01-09 01:43:03,Resolved
a2ae599a-de89-4a6d-9834-e02b93d2bee7,e30ff116-efc3-4890-a8e7-fad5d13d4d27,Phishing,2025-01-25 22:52:57,Investigating
da70eecf-4311-4bb3-a636-60bb84952024,03fd7f81-086b-4285-8d7d-bf3e4c4b4ae8,Account Breach,2025-02-09 04:27:28,Investigating
