account_id,customer_id,account_type,account_balance,currency,created_at
a1759571-bc7d-4dbc-8f87-6f6bc112a5ef,fba33d90-6381-4c00-8451-a882d0b881e5,Business,10715.81,USD,2025-03-21 13:25:58
a96ebf00-f915-4437-bc43-7629c8eb9e69,1f953b2f-825d-4013-b2d6-7edb20d21d55,Business,93150.82,USD,2025-03-21 13:25:58
4af567d8-f64a-4650-ad3c-3669968355cc,b9205cb4-c554-4b66-9b13-7a91a459b1a7,Savings,52488.26,USD,2025-03-21 13:25:58
5bebb56d-0d10-4612-893c-8c9b2a7006b4,5ec28e38-9bcf-4d70-83ff-ad6e9697876a,Savings,61693.38,USD,2025-03-21 13:25:58
c23f2218-3dbf-4c82-8e93-44bfe098b20c,aa965138-f453-40b1-a335-e31f65425c05,Business,83566.55,USD,2025-03-21 13:25:58
adcc7284-8f67-45ca-acd8-400a44b2e8ee,cd93ce36-df22-4e8c-b328-48da7b7fdc25,Checking,63741.3,USD,2025-03-21 13:25:58
fd413530-16e0-4fc5-b705-475fcf831df5,784cda35-ebbf-4522-b32f-1f19e6c565e5,Savings,62812.43,USD,2025-03-21 13:25:58
ab6f4ae9-4f7e-48cc-bd75-aab696449301,a6270efb-c6a2-40fe-8bf5-216321a54480,Savings,57919.43,USD,2025-03-21 13:25:58
98ea843d-f862-4e52-ae95-f328cff1094a,8366325b-4355-43c8-a19a-0893a0825ddf,Checking,88644.14,USD,2025-03-21 13:25:58
c36c59c9-43f2-44f5-ae5e-b34160ab7603,3ed8adbc-ae62-4263-a3a3-a5173add40b5,Checking,62588.4,USD,2025-03-21 13:25:58
470ff229-ddb8-4ca1-b92d-b8fe09bcbe24,628a1f47-a6d4-4fdb-901d-0e6aabf7a885,Business,86608.39,USD,2025-03-21 13:25:58
77c0dad2-4662-4c81-b29b-1bc64090cc33,574ec8e8-cec8-437b-af3d-ab08a5a954f8,Checking,96968.0,USD,2025-03-21 13:25:58
9df31dcc-d010-4189-b5ef-f1f6d164fdf2,6da8a4eb-afc2-4ec4-b8cc-2c06a06bc66b,Savings,10520.2,USD,2025-03-21 13:25:58
f69c9e18-7427-4b19-ae98-3677209d834f,ac1fe817-1d3f-4c95-b4f5-02c8c3a8a5eb,Checking,15244.59,USD,2025-03-21 13:25:58
1afe260d-4599-493d-ba60-7fed2a140471,4953b96d-0c90-43d3-bccf-eb8bf05d5727,Business,62941.1,USD,2025-03-21 13:25:58
7ba73102-2b89-45a4-af60-41f1b5f5711e,eb507112-8c90-4678-b929-7c959564bc0b,Savings,97880.1,USD,2025-03-21 13:25:58
3eb3a307-37e5-4bb4-98d2-0de651be6da5,40249d87-181f-417f-88c1-4c27ca3c4177,Business,23630.41,USD,2025-03-21 13:25:58
97b687d2-b0bd-4b36-8780-46df511ec6fd,778503c3-e39e-4437-8a73-83b06f33832d,Checking,29175.01,USD,2025-03-21 13:25:58
16e80f19-7b09-4212-b47b-49d3ad9aef85,a3d8aad6-4196-4441-a20f-d473c65dc516,Checking,67039.36,USD,2025-03-21 13:25:58
adfd73c0-423d-42af-9e2b-02343f9c9a48,81734bff-3b35-41e2-a470-761b3bca70fc,Checking,41346.62,USD,2025-03-21 13:25:58
841cd2a5-66be-4910-ba6a-9382f38a83b5,56768ff0-7299-4472-8021-d71ae7dfeab5,Savings,74860.7,USD,2025-03-21 13:25:58
e8d1d7ea-e970-488c-9e25-cc5fd8512815,64329c50-1d55-43ad-bbe8-14701184f052,Savings,47799.44,USD,2025-03-21 13:25:58
6920850e-5881-475f-81f4-5cec9aac02e7,a97bd5ce-35bf-4794-b8fc-f05e61c8658e,Business,19381.4,USD,2025-03-21 13:25:58
ee4abbd7-35f6-414f-a536-1b8b74c6498c,9dc49c30-8190-4a68-b224-27501e293bba,Business,518.94,USD,2025-03-21 13:25:58
2fdb9510-44bc-40d1-a13f-37ded4c0b5c1,b25b3851-5a76-4555-a95e-ccdf1ea19bb3,Savings,87902.75,USD,2025-03-21 13:25:58
8005ee18-1a12-4d27-9f29-3f655a91c019,009a3239-48a3-4892-bc78-194c1c896816,Checking,55413.88,USD,2025-03-21 13:25:58
e5473976-55c9-4956-8190-ba14358c8b98,4cc230bf-fbbb-41c9-a4fe-7d5f4d8e11d2,Business,13836.91,USD,2025-03-21 13:25:58
994f594a-b7e0-4fa7-8fd7-ab37d346ad44,c01dd117-073e-4650-9a6a-326eb60a1273,Savings,29823.67,USD,2025-03-21 13:25:58
959d8684-4d9c-4d38-a8e9-db18450208f1,791a45cc-2045-434a-95dc-3fb1d5fa848c,Business,86840.38,USD,2025-03-21 13:25:58
1e109497-367b-41f6-98b2-b06121c749ed,a678081e-3537-4797-a189-e3431aea5b38,Savings,36114.65,USD,2025-03-21 13:25:58
312a44d6-5a9f-454a-af3d-1b3450c5cbfd,0a83e2a4-1978-41e0-bdd4-8c14638c5567,Savings,72038.26,USD,2025-03-21 13:25:58
e84e8bc4-041e-46be-aeff-765b6c7c3126,2b3ce695-401e-41a4-b3df-76ae3efbb1b5,Business,58723.21,USD,2025-03-21 13:25:58
1cbc5d9e-754c-4d4d-a6f7-fea861a20ea9,401d4227-69e1-440e-bdbf-8ae651646b5c,Checking,45549.92,USD,2025-03-21 13:25:58
585bee7a-92eb-4d81-a987-a057942f5dd9,ccaf8661-d1a1-4db2-8e1a-b6208ee68027,Business,93758.16,USD,2025-03-21 13:25:58
0b876711-d4ac-4460-b72a-8cda52b888fe,8d01a71c-86d5-4e41-8a11-c87f4b025892,Checking,53486.35,USD,2025-03-21 13:25:58
c8f0380f-ebe2-4bce-94a5-c97c2e1856f6,73032196-96d6-464a-882d-e88c3f40f968,Business,58542.69,USD,2025-03-21 13:25:58
7cf31d76-85a3-40f5-915d-cc753a43c21c,6fcd45eb-11e6-4fef-8350-8b82afc782fb,Checking,44780.61,USD,2025-03-21 13:25:58
1c9fe706-ae65-4667-b9af-6a89829b6bc5,d6bc5c26-5ec3-4f78-aa5e-b82807d8e9be,Savings,78103.99,USD,2025-03-21 13:25:58
b1c833b1-b42a-4a82-a1f2-2be0227e4ead,8f184f8d-f6b3-4e18-85d6-95d989c46a82,Checking,74678.99,USD,2025-03-21 13:25:58
a6cea349-eb5a-45a7-95e6-25e0cfd89d02,8f601348-6e64-4f27-abf0-b4ed64de417e,Checking,50525.44,USD,2025-03-21 13:25:58
1eae80b5-0b78-43af-919e-01bb99f854a1,ecb995cc-0467-4950-a6fb-9f96bf3b98f4,Savings,32605.0,USD,2025-03-21 13:25:58
d216669a-0050-4de2-82b3-cbc2e96f4932,8acc4857-a233-40b9-95cf-6d4387303beb,Savings,88323.51,USD,2025-03-21 13:25:58
1f90de5f-c8a1-4c35-9576-a935c3db374c,1cf2f550-0335-470d-a2e6-eda270044a2a,Savings,98018.67,USD,2025-03-21 13:25:58
fd66e631-ec8d-452a-9b72-aec52b23ea3d,295f5582-10c0-4b7e-a7c7-a0eaaa904134,Checking,56770.23,USD,2025-03-21 13:25:58
8feaba29-4ee7-4f33-a814-cc4cf4bba8dc,e16cf18e-8db7-4d5d-ac3a-8a7310fa9d97,Business,94462.64,USD,2025-03-21 13:25:58
ff49a265-5cf9-4cd3-9081-49fc780d2f70,b1c6fd1d-7633-4367-b96c-17b11669d0de,Savings,41372.23,USD,2025-03-21 13:25:58
f8605e3f-0ee7-4c1b-bf9e-2f1a26282e5b,aa5397bf-3755-4957-a1e0-503d27fc1b27,Business,85192.37,USD,2025-03-21 13:25:58
4952bfbb-9426-440b-9df7-8941f084074f,dbebb5fb-272c-49f2-bcd3-bf51026c7e10,Checking,93204.44,USD,2025-03-21 13:25:58
eefb2569-a256-401b-bcdd-b8361879a0ef,452a0423-33e2-44d2-b37f-b8eb1726d711,Business,33917.85,USD,2025-03-21 13:25:58
fa7e2d1b-2fae-4d9b-8469-ab24f3557694,c3b48f42-96ee-44de-8e84-5c0d16d98d8b,Business,78321.2,USD,2025-03-21 13:25:58
7a5c6928-e6a2-4ca6-9ff3-b2118f990c71,06187200-41de-485a-9c7d-323f458fedb3,Checking,9454.69,USD,2025-03-21 13:25:58
13d450d2-ba4c-462b-9bad-c20e302e7e55,1df907d6-f897-4e9a-a3ca-398b668bcc8c,Savings,95648.56,USD,2025-03-21 13:25:58
6fdcb0b7-f889-4a59-9fe1-49342c10329b,91a80674-20ce-42e1-aa32-c0d25c22cef8,Checking,55710.12,USD,2025-03-21 13:25:58
d8859ea2-2303-4799-9ce0-b4347fb079b3,ec0b89b2-8825-49cc-8458-cd24d43a50f4,Savings,25534.85,USD,2025-03-21 13:25:58
b693d390-ac56-4b22-94e2-11dc476cf4b5,3a14fcd6-1ca7-48fd-9b39-218b999e95f8,Checking,11227.38,USD,2025-03-21 13:25:58
32e3abd4-9f1e-4f2b-99cd-aaf7062bf783,4e70267e-cb61-4dc7-abf2-a2234e329848,Savings,19577.87,USD,2025-03-21 13:25:58
979e2c80-7c64-4d24-9d53-93cd6a71a19b,6d604e69-2ded-45f8-ae65-d022c5f5df24,Business,14635.08,USD,2025-03-21 13:25:58
d927b505-5885-4dfe-a3b7-1712642bf727,e373e340-c8df-4879-86d3-9210e35fca82,Checking,92886.69,USD,2025-03-21 13:25:58
11d9d9af-94c2-4d39-842d-416f4f400115,9b6d635f-6363-4f11-acde-eb2058bfef53,Savings,45108.41,USD,2025-03-21 13:25:58
320489e1-3302-48dc-8dc0-996aa605e450,247f7dd5-5210-4d68-8b16-634fc5a890d2,Checking,73493.24,USD,2025-03-21 13:25:58
7e50e3d5-f560-46de-8c55-61fca4c5ccc0,1593463a-eac1-43cd-98bb-31a444aa64e8,Checking,21519.58,USD,2025-03-21 13:25:58
bf7396c1-abfc-4ac6-a079-6c796d18a70c,88528ce9-d3d2-4822-ab7d-c258771fbada,Savings,94553.09,USD,2025-03-21 13:25:58
7413a43c-965f-4ca6-bac3-c23af8f262f0,c92e6be5-32e7-4a8a-bb9e-f0c98362e413,Business,43567.94,USD,2025-03-21 13:25:58
aa08ed32-7e29-4ddb-8121-16768c713e32,572eba58-142b-4c8b-9cac-c11fc2e4bc97,Savings,99828.05,USD,2025-03-21 13:25:58
55be3001-608c-4843-b00c-fd1a5f593190,7fd0c53a-8f04-4f26-8e39-5582258786a9,Checking,74490.39,USD,2025-03-21 13:25:58
2a08b5a3-b1ff-4658-8ad2-1e13f04b01b0,deb49150-2fb9-445e-b55d-21071d90d543,Business,4253.65,USD,2025-03-21 13:25:58
3bad59c1-592b-4c38-b1ee-8155357499b8,1f890991-ce75-4565-8f7f-84496e69277f,Savings,87468.3,USD,2025-03-21 13:25:58
f0d24924-91eb-4988-b29b-c3106bc1d0d8,bd1767f6-018b-4228-bf75-d87acadf18cc,Business,83622.63,USD,2025-03-21 13:25:58
1969ad20-f13c-4b66-8e19-badcd4956b81,532b8ae0-32e0-4e41-af65-5d7b93355eb1,Checking,50694.64,USD,2025-03-21 13:25:58
32fd866d-14ca-4ad3-bcce-2ad8e3cb7b3b,1c07ed51-da85-41a1-b696-6b5dca30610a,Checking,35080.05,USD,2025-03-21 13:25:58
58111f9d-ded7-46df-ba18-b30250f71e8d,8e40e89b-b5e5-4311-b66e-00df22672143,Checking,68709.86,USD,2025-03-21 13:25:58
29270ec3-44d6-4a54-9397-0bc735641866,bb9c0fae-0391-4a7c-8619-74ccfb0aaf01,Business,59251.03,USD,2025-03-21 13:25:58
6eb47d65-1ee0-40da-b9cb-00bdf09f0bb5,60682d29-0c44-462a-a8cf-d093372b70fa,Business,1156.02,USD,2025-03-21 13:25:58
e7c64dab-7c58-4ff9-a849-a089954c28f1,498c9c5d-53bd-4546-8774-df7110b75c9e,Savings,33929.9,USD,2025-03-21 13:25:58
2cfd2e80-e2b2-4e26-8a4a-9a5915e588f6,27c538b6-235a-457a-8c62-ea0ce79f7d4c,Business,44659.64,USD,2025-03-21 13:25:58
5ca13dd4-ef59-41b0-a86b-6f08bd47b3bd,30ed2cb7-0e67-4a5b-bcad-b552cef14527,Savings,61899.79,USD,2025-03-21 13:25:58
bddabf3a-51a3-4db8-9d85-fcb9a56bc22f,578eeace-7782-4f05-af26-0d61a3b439f4,Savings,24981.68,USD,2025-03-21 13:25:58
cbeb62b4-2722-465d-bac2-1d1948e82212,3bc99e34-2a10-4068-857f-55c01a25051f,Savings,8010.98,USD,2025-03-21 13:25:58
abc93183-cccb-49c5-b90c-a05d7e7838e0,8b109249-9923-4091-b687-ff7b0c509e2d,Checking,91966.79,USD,2025-03-21 13:25:58
855c2d04-1d1d-4918-87a7-1219a1144f8a,ba2d5dc6-0282-4e14-a39e-1066b8b7aef9,Business,63977.15,USD,2025-03-21 13:25:58
80c6f88b-e5c4-444c-8a7d-bc307d2ecb6e,c5adf034-730b-42d7-bd04-ff5e7fbe6213,Checking,65526.89,USD,2025-03-21 13:25:58
bc93972f-c2d9-4608-9307-6c3fb4649298,d4ad6b4d-b798-48aa-93f4-78e5ff8c4f65,Business,58543.26,USD,2025-03-21 13:25:58
c5bd4bf4-0775-4cc5-9241-3d3de753b2ab,dafd08cd-bbfb-48c5-9cc1-5e70317b840f,Business,46532.62,USD,2025-03-21 13:25:58
1a1fc156-c834-4438-8105-aaea14848a77,a3381557-22de-4256-95e4-1b9ca8674162,Business,2594.6,USD,2025-03-21 13:25:58
e6c7dc9b-b4e3-422c-885e-99f04fd9d1d5,2a938f68-a67c-4abf-9c22-702e22242fcb,Checking,38984.11,USD,2025-03-21 13:25:58
1e109865-c12a-4153-8500-a7a350d25ecf,642433f9-4d78-4e86-a514-c4e5b296d731,Checking,38003.75,USD,2025-03-21 13:25:58
a1e8fafd-193a-4708-a5b4-93c26c11b05c,b684bde4-fbd3-4106-b011-949498b83bcc,Business,73742.75,USD,2025-03-21 13:25:58
fb11bf0d-6b2b-4a6d-8890-e2d2e9eb9043,a2f62df7-2d88-40a8-af90-e58a3595db2c,Savings,22748.7,USD,2025-03-21 13:25:58
1047ef4f-9056-4772-9dd2-e67f51cea8b2,6ef54215-dcb9-4d6a-b245-a7b79f4ab094,Business,89212.71,USD,2025-03-21 13:25:58
13fbee40-5919-4a12-918a-00d35260621e,e4724fb0-bc7b-4dba-bf78-36d10fddf6f1,Savings,66545.5,USD,2025-03-21 13:25:58
27dc98ab-5288-4aae-8ad1-6e62440dc486,d3264249-35c5-4dd2-a7ee-180395aa2ddc,Checking,5497.72,USD,2025-03-21 13:25:58
00270206-c4b6-43db-9895-05bde42d3b13,8433dd37-a4f8-4df2-af25-8ec9f557e644,Savings,42583.22,USD,2025-03-21 13:25:58
0bf24921-c2a0-496f-8d49-2e44cd9b5c96,3e9f5b00-9cb8-4a32-bcf1-50eac271e329,Checking,10547.94,USD,2025-03-21 13:25:58
2ea5d48e-5c3e-4071-93a5-9699269ca289,198f86c3-d121-4139-883a-6af071a9d66e,Savings,14073.26,USD,2025-03-21 13:25:58
d2a3e841-6723-4f4a-b51b-75b959c37c71,20d9deac-db71-418e-9006-7d181e280e1d,Business,38371.58,USD,2025-03-21 13:25:58
940295c0-cd05-4b7e-a107-25737e83229a,9c1a8ebd-22ea-4180-92f0-df889744bd1c,Savings,35950.6,USD,2025-03-21 13:25:58
89b40bfe-7551-4834-928d-fd28663e6dc8,424b5a23-ec2f-4fc0-93d6-b74dad4ad21a,Savings,46274.89,USD,2025-03-21 13:25:58
29c3c44a-9363-4f75-9f32-6163042b4006,004283a9-7d11-4b75-b3fd-adf76a094adb,Business,95502.27,USD,2025-03-21 13:25:58
575e2f7f-be4a-45a0-a422-7ec24bef6a65,3c766602-0fff-422a-9ef9-f87523bbbe00,Business,51293.79,USD,2025-03-21 13:25:58
cb56842e-47be-49e2-8b76-cbb418b2a77f,0c09c904-cd23-409f-ae22-3cf0a5c91c9a,Business,20194.93,USD,2025-03-21 13:25:58
680a622c-89f2-475e-b0a3-f8e2c1363214,0009d425-0023-4a04-b8fb-e7d63adb7579,Checking,26706.12,USD,2025-03-21 13:25:58
bb7b1597-7272-47e8-a3a4-122f7b5bc0e5,22f20b15-a914-42e6-ab94-e3cad1162556,Business,65637.8,USD,2025-03-21 13:25:58
35683562-e912-4cc9-81c3-c9db49059679,62b78ca3-5af8-48a0-89e8-7f693f614bc6,Business,52889.46,USD,2025-03-21 13:25:58
3bfd5c4c-d51b-4ffd-bc7c-0d03ed039ad3,eaa078c2-d7fd-4de5-975d-c2ef4117a054,Savings,50553.73,USD,2025-03-21 13:25:58
8fe97b60-38df-4a21-a4ab-e60c8e4b07ef,bba77522-5602-46f2-975c-4e4d1f1393d9,Business,86326.43,USD,2025-03-21 13:25:58
b22e2023-ed75-4bd6-9a4b-47f6b237411b,c0179e95-d669-4cd0-a78d-7c4146abcc93,Business,49679.2,USD,2025-03-21 13:25:58
6284816f-6888-4cd6-971d-0e35f4c93430,ea99ab18-0758-4c93-981d-d4001ae9ef2f,Checking,2462.72,USD,2025-03-21 13:25:58
9cf59710-8d0c-44c4-899a-b3e9a3a70b09,55d9b2e1-d517-49f3-a53b-34ad77dcd32b,Business,72652.67,USD,2025-03-21 13:25:58
cf4350c3-0763-4ef5-82c1-393b2adcdc70,733803c8-adbb-4131-923a-719a7204d233,Savings,65109.36,USD,2025-03-21 13:25:58
544e8a48-5916-4e2c-977d-4a19ed08dda9,223018d2-bc64-45ba-8b41-f699e15f29f2,Business,52911.0,USD,2025-03-21 13:25:58
02df7320-989a-4527-810c-8fca9f1fb1d4,20ae6bda-94db-4cb1-9607-22887c474713,Business,27907.31,USD,2025-03-21 13:25:58
3d73c141-737c-4d68-9768-1675fb19db62,6bacda5c-d663-410f-a546-797099c91999,Business,61622.84,USD,2025-03-21 13:25:58
16c3e135-5b39-439d-8361-96f3b52d749f,060fe899-fb6b-4867-84af-86405d823df1,Business,32808.96,USD,2025-03-21 13:25:58
d9ad45b6-7e71-4606-a704-e48ff22e8c8e,d7ac51f9-5c3b-418a-a9d4-47a75c5619ba,Business,19578.15,USD,2025-03-21 13:25:58
285deb6f-9ea3-4b1f-a33c-41dd9872456f,183ea79f-9e1d-41c9-9f3d-cc22eb146128,Business,84049.02,USD,2025-03-21 13:25:58
559ba4b0-a1ae-4459-8be4-49b433bdb5fa,b0b3c61d-a64b-4b06-a39f-219f0130dfb4,Business,47700.62,USD,2025-03-21 13:25:58
8ab8ef62-7ca3-4685-a5fd-d4c763507243,661d5e87-2279-43f5-a59a-469130cabe33,Checking,35454.22,USD,2025-03-21 13:25:58
550d9c1c-3e69-406f-aca3-48f61f7f42aa,f34e2067-0ee9-471c-81ac-170966692ea7,Business,74041.22,USD,2025-03-21 13:25:58
1f60ce84-ef5b-4314-b041-71f2f3da13c8,3ae02459-c089-4095-9b7f-110484c73784,Savings,3798.97,USD,2025-03-21 13:25:58
5c181583-63d0-40d6-8cc7-ff77fa6a9a70,2e8a685c-81de-4975-98a3-ce154579fe5a,Business,12172.19,USD,2025-03-21 13:25:58
275b928d-5226-4bc3-b772-67dc88b3fe27,6afdb525-dd57-4bc6-9ab5-09d609a8e730,Checking,78238.68,USD,2025-03-21 13:25:58
b6a88af5-5c09-46a4-b756-8aa80907f507,6324dcd8-efab-4bb5-bbcf-7840f09e8c3a,Savings,9803.29,USD,2025-03-21 13:25:58
f729446c-94ab-4150-8630-370159c8e7b8,20aa939b-4213-45d4-b346-3b6af8d1b36c,Savings,44852.19,USD,2025-03-21 13:25:58
481a05d7-9976-4472-bbab-01e1df0dc9ee,a01816d2-7223-480d-b8df-b5d54f5a3397,Checking,40157.67,USD,2025-03-21 13:25:58
bac4ff39-7eb2-4106-8025-650ca39e043c,c8b6548d-4439-4b56-a303-c09891aa3527,Business,17898.08,USD,2025-03-21 13:25:58
eab1cfb6-fd82-4e0c-8078-ca87a254f9f9,8b522d36-235f-4a0c-8745-2be744b4270f,Checking,43415.42,USD,2025-03-21 13:25:58
dc9ce7ff-7c69-4a5c-9ad3-350e471dee64,eda09172-1031-4a04-addb-633d93296e1c,Business,57406.53,USD,2025-03-21 13:25:58
f0a7b3b6-49bb-4fd5-a1b5-dd2f0512fc03,f0afd134-67e8-4a0b-941e-2ee9dc2085e3,Business,61544.9,USD,2025-03-21 13:25:58
19524cb7-58ff-45d1-b13f-e04ff262ce94,d8060d23-0c7d-4590-a69c-8d8c343e872c,Savings,66365.36,USD,2025-03-21 13:25:58
81f805bf-7028-4212-beaa-9487f9358418,f990c566-b547-4ed7-a883-b5f4f9f03fde,Checking,60941.05,USD,2025-03-21 13:25:58
1c1c7ab9-46bf-4f5f-9293-40b47d04bb27,a4531b8c-4905-4502-bbe1-86a7bdbbeaaa,Checking,35637.51,USD,2025-03-21 13:25:58
5a8a571a-e9b0-4714-9ef2-0b291b9b2651,b9d8b102-ebd8-48de-a278-dcfba5320d5c,Checking,46941.96,USD,2025-03-21 13:25:58
1a99d142-309a-4ea6-a794-37c3f393d4df,301f6057-1751-4370-9345-61ecd27b68be,Business,72847.22,USD,2025-03-21 13:25:58
520bac65-5f6a-4a2c-b7f0-0a4a2a4d1a78,29a68c05-671e-4ba4-b5d7-d47b9fb16b44,Checking,236.61,USD,2025-03-21 13:25:58
e4609a79-200d-4c82-affd-38dc7aeeb8a4,0e364fa7-ca21-4b78-994d-42d11fb801b6,Savings,76251.21,USD,2025-03-21 13:25:58
78b6fa64-529a-47a5-94ad-746cd8a8c218,09186c19-7134-419e-b52e-d5cfe04e4da5,Business,86065.72,USD,2025-03-21 13:25:58
4de14b9c-b58c-4108-bb06-95388c7ed307,fdd56574-9ec6-4c46-baa0-3bd34cf1ddc2,Checking,81063.89,USD,2025-03-21 13:25:58
5871f884-d3fe-4bb8-bbc6-4660a19c882f,b040a710-9c64-4211-b552-a6bb0026456c,Savings,69582.94,USD,2025-03-21 13:25:58
862a35e2-0b27-46d0-8203-3e5607354d76,e56333fe-1098-4cd5-b84c-b834729fff60,Savings,70834.59,USD,2025-03-21 13:25:58
2f91ba39-ad0c-41aa-8f6b-cb671cbd60a8,b31a717c-8995-4774-80a9-dc7c2118d62e,Checking,60075.8,USD,2025-03-21 13:25:58
40d72f33-e1b0-494f-ac1a-7ebd43c278fd,50ee94a2-e9d8-4fc8-9a7e-8804ec29573a,Checking,13694.66,USD,2025-03-21 13:25:58
fc55857d-c632-412e-9448-bfccd00b32d2,2d72dfb1-e150-4f34-ae83-4751895627ef,Savings,67006.69,USD,2025-03-21 13:25:58
a5685b2a-ef0f-419e-91b8-436cd783c716,b76020e5-8b7a-4456-8cf3-3c7a884250d6,Checking,60707.72,USD,2025-03-21 13:25:58
c9f548c2-21ce-45b5-ad99-0ce2208442b2,26a22c4a-4078-4a8b-badf-f7fa1c39df25,Checking,22467.66,USD,2025-03-21 13:25:58
800013ea-fba3-49e3-b03e-2b751f6f8360,80dc32ba-4d28-48cf-8bd9-0ebdf8a13a65,Checking,73640.33,USD,2025-03-21 13:25:58
5b18326c-03aa-47cb-bca3-032c08eaab68,21b4a52b-04f9-426d-aec5-971aacc1bbab,Checking,95655.92,USD,2025-03-21 13:25:58
078b11fb-f500-4bde-9794-070a86792cb2,9120b6cf-e851-4f48-b18a-2bad253e86d1,Savings,65602.32,USD,2025-03-21 13:25:58
ef506fee-00c2-4f79-bdec-e76b42915b99,8c13952b-5eaf-4b62-94ba-f0cc9359ab60,Savings,47941.9,USD,2025-03-21 13:25:58
b44fa984-4446-40e3-8d71-287b4fbfcd4b,aac34301-b91c-49f5-b04b-1c146b762b6a,Checking,84719.67,USD,2025-03-21 13:25:58
3531f1f5-9b55-43a4-9eeb-ee650a21e133,07417fd8-6279-4882-a78f-d6a2d14f3700,Checking,24173.92,USD,2025-03-21 13:25:58
0cabc8c2-a909-4d3a-990d-04cb2408cd34,7ecc544e-240d-4465-b226-06f2fd115069,Checking,43929.06,USD,2025-03-21 13:25:58
82d0feac-81ed-4b3d-8809-4c62b01e149b,26fa1b3d-cab4-40f1-b611-a1436d97afc7,Checking,27488.37,USD,2025-03-21 13:25:58
75bc62a2-94b2-4264-a424-70375d55568b,f6404e56-17f2-4a16-8744-d9dc0ce3d0cf,Savings,58967.54,USD,2025-03-21 13:25:58
5341999c-e100-4bb1-b95a-74a94d0dbb1b,fc855259-251c-421c-a3ea-3e3682896c5a,Business,13078.63,USD,2025-03-21 13:25:58
6f564b12-ba87-4f06-8d85-50ec19540c12,0189c727-5204-4a4d-a3df-50bc6c0c09a7,Business,44363.23,USD,2025-03-21 13:25:58
4dfbb038-5bca-4ce9-a83a-2f20b3b6ff40,fa030c59-a673-4dd1-94fe-38415da0d3bb,Savings,19671.17,USD,2025-03-21 13:25:58
4e222671-e2cf-49de-b66f-994eeb5f6d7b,a21386cd-670d-48e7-9581-f3f778e0b274,Savings,60160.86,USD,2025-03-21 13:25:58
e18b4767-4241-46d3-9191-c5b61493fc7b,cd4e3fd0-faed-44a6-8e1c-48a3f23fa4ea,Business,40955.56,USD,2025-03-21 13:25:58
4a3f98a3-3f00-477b-963a-66d28be6b265,a4c6674b-6a66-4521-b6c0-46e573384a7b,Checking,70431.73,USD,2025-03-21 13:25:58
63b221a3-0acf-4bc9-8bdf-eb51d942bd91,d3f23079-6eff-48c7-a339-a1302b8c2205,Business,24765.43,USD,2025-03-21 13:25:58
4fd83bea-8907-4c79-bb45-6cdc5c6e0f03,ad3075b3-e72f-49d5-ab94-f2b6686c9725,Savings,55494.72,USD,2025-03-21 13:25:58
9a61f944-6578-40ff-a098-9bf9f2d8b30e,95d3ae02-2964-4294-a05e-2bebd8ba704b,Savings,28143.57,USD,2025-03-21 13:25:58
f6f74bf7-d38c-457b-8aa5-97150eaec200,e5f36f5b-498e-4ff6-969c-4346e83b8b6e,Business,56396.93,USD,2025-03-21 13:25:58
